PROJECT_ID,timestamp,house_no,RAW_P_H,RAW_P_H_PV,RAW_E_H_IM,RAW_E_H_EX,FLAG,date_only
SGtechMicrogrid,2025-04-06 00:00:00.220,h2,0.64,0.0,148182.8,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:01:00.237,h2,0.65,0.0,148182.81,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:02:00.283,h2,0.64,0.0,148182.83,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:03:00.317,h2,0.64,0.0,148182.84,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:04:00.347,h2,0.64,0.0,148182.84,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:05:00.430,h2,0.64,0.0,148182.86,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:06:00.427,h2,0.64,0.0,148182.88,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:07:00.460,h2,0.64,0.0,148182.88,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:08:00.513,h2,0.64,0.0,148182.89,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:09:00.537,h2,0.64,0.0,148182.91,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:10:00.573,h2,0.64,0.0,148182.91,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:11:00.590,h2,0.65,0.0,148182.92,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:12:00.650,h2,0.64,0.0,148182.94,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:13:00.650,h2,0.64,0.0,148182.94,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:14:00.710,h2,0.64,0.0,148182.95,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:15:00.740,h2,0.65,0.0,148182.97,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:16:00.780,h2,0.65,0.0,148182.97,0.0,0,2025-04-06
SGtechMicrogrid,2025-04-06 00:17:00.817,h2,0.65,0.0,148182.98,0.0,0,2025-04-06
