project_id,timestamp,house_no,raw_p_h,raw_p_h_pv,raw_e_h_im,raw_e_h_ex,flag
SGtechMicrogrid,2024-01-01 00:00:00,h2,0.7333333333333333,0.0,1791779.44,0.0,0.0
SGtechMicrogrid,2024-01-01 00:15:00,h2,0.7586666666666667,0.0,1791782.31,0.0,0.0
SGtechMicrogrid,2024-01-01 00:30:00,h2,0.6226666666666667,0.0,1791784.85,0.0,0.0
SGtechMicrogrid,2024-01-01 00:45:00,h2,0.6733333333333333,0.0,1791787.24,0.0,0.0
SGtechMicrogrid,2024-01-01 01:00:00,h2,0.662,0.0,1791789.83,0.0,0.0
SGtechMicrogrid,2024-01-01 01:15:00,h2,0.6386666666666667,0.0,1791792.19,0.0,0.0
SGtechMicrogrid,2024-01-01 01:30:00,h2,0.6853333333333332,0.0,1791794.72,0.0,0.0
SGtechMicrogrid,2024-01-01 01:45:00,h2,0.6226666666666667,0.0,1791797.16,0.0,0.0
SGtechMicrogrid,2024-01-01 02:00:00,h2,0.6706666666666667,0.0,1791799.58,0.0,0.0
SGtechMicrogrid,2024-01-01 02:15:00,h2,0.6546666666666667,0.0,1791802.09,0.0,0.0
SGtechMicrogrid,2024-01-01 02:30:00,h2,0.6886666666666666,0.0,1791804.61,0.0,0.0
SGtechMicrogrid,2024-01-01 02:45:00,h2,0.6993333333333333,0.0,1791807.2,0.0,0.0
SGtechMicrogrid,2024-01-01 03:00:00,h2,0.76,0.0,1791809.97,0.0,0.0
SGtechMicrogrid,2024-01-01 03:15:00,h2,0.672,0.0,1791812.68,0.0,0.0
SGtechMicrogrid,2024-01-01 03:30:00,h2,0.7133333333333333,0.0,1791815.27,0.0,0.0
SGtechMicrogrid,2024-01-01 03:45:00,h2,0.7026666666666667,0.0,1791817.95,0.0,0.0
SGtechMicrogrid,2024-01-01 04:00:00,h2,0.6453333333333333,0.0,1791820.49,0.0,0.0
SGtechMicrogrid,2024-01-01 04:15:00,h2,0.6673333333333333,0.0,1791822.8900000001,0.0,0.0
