,project_id,timestamp,house_no,raw_p_h,raw_p_h_pv,raw_e_h_im,raw_e_h_ex,flag
0,SGtechMicrogrid,2024-01-01 00:00:00,h2,0.7333333333333333,0.0,1791779.44,0.0,0.0
1,SGtechMicrogrid,2024-01-01 00:15:00,h2,0.7586666666666667,0.0,1791782.31,0.0,0.0
2,SGtechMicrogrid,2024-01-01 00:30:00,h2,0.6226666666666667,0.0,1791784.85,0.0,0.0
3,SGtechMicrogrid,2024-01-01 00:45:00,h2,0.6733333333333333,0.0,1791787.24,0.0,0.0
4,SGtechMicrogrid,2024-01-01 01:00:00,h2,0.662,0.0,1791789.83,0.0,0.0
5,SGtechMicrogrid,2024-01-01 01:15:00,h2,0.6386666666666667,0.0,1791792.19,0.0,0.0
6,SGtechMicrogrid,2024-01-01 01:30:00,h2,0.6853333333333332,0.0,1791794.72,0.0,0.0
7,SGtechMicrogrid,2024-01-01 01:45:00,h2,0.6226666666666667,0.0,1791797.16,0.0,0.0
8,SGtechMicrogrid,2024-01-01 02:00:00,h2,0.6706666666666667,0.0,1791799.58,0.0,0.0
9,SGtechMicrogrid,2024-01-01 02:15:00,h2,0.6546666666666667,0.0,1791802.09,0.0,0.0
10,SGtechMicrogrid,2024-01-01 02:30:00,h2,0.6886666666666666,0.0,1791804.61,0.0,0.0
11,SGtechMicrogrid,2024-01-01 02:45:00,h2,0.6993333333333333,0.0,1791807.2,0.0,0.0
12,SGtechMicrogrid,2024-01-01 03:00:00,h2,0.76,0.0,1791809.97,0.0,0.0
13,SGtechMicrogrid,2024-01-01 03:15:00,h2,0.672,0.0,1791812.68,0.0,0.0
14,SGtechMicrogrid,2024-01-01 03:30:00,h2,0.7133333333333333,0.0,1791815.27,0.0,0.0
15,SGtechMicrogrid,2024-01-01 03:45:00,h2,0.7026666666666667,0.0,1791817.95,0.0,0.0
16,SGtechMicrogrid,2024-01-01 04:00:00,h2,0.6453333333333333,0.0,1791820.49,0.0,0.0
17,SGtechMicrogrid,2024-01-01 04:15:00,h2,0.6673333333333333,0.0,1791822.89,0.0,0.0
18,SGtechMicrogrid,2024-01-01 04:30:00,h2,0.6686666666666666,0.0,1791825.42,0.0,0.0
19,SGtechMicrogrid,2024-01-01 04:45:00,h2,0.6613333333333333,0.0,1791827.88,0.0,0.0
20,SGtechMicrogrid,2024-01-01 05:00:00,h2,0.7793333333333334,0.0,1791830.6,0.0,0.0
21,SGtechMicrogrid,2024-01-01 05:15:00,h2,0.7099999999999999,0.0,1791833.45,0.0,0.0
22,SGtechMicrogrid,2024-01-01 05:30:00,h2,0.7553333333333333,0.0,1791836.1,0.0,0.0
23,SGtechMicrogrid,2024-01-01 05:45:00,h2,0.6246666666666667,0.0,1791838.94,0.0,0.0
24,SGtechMicrogrid,2024-01-01 06:00:00,h2,0.502,0.0,1791840.82,0.0,0.0
25,SGtechMicrogrid,2024-01-01 06:15:00,h2,0.552,0.0,1791842.87,0.0,0.0
26,SGtechMicrogrid,2024-01-01 06:30:00,h2,0.4806666666666667,0.0,1791844.81,0.0,0.0
27,SGtechMicrogrid,2024-01-01 06:45:00,h2,0.5353333333333334,0.0,1791846.64,0.0,0.0
