PROJECT_ID,timestamp,house_no,RAW_P_H,RAW_P_H_PV,RAW_E_H_IM,RAW_E_H_EX,FLAG,date_only
SGtechMicrogrid,2025-04-04 00:00:00.153,h2,0.76,0.0,148074.28,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:01:00.170,h2,0.76,0.0,148074.3,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:02:00.233,h2,0.76,0.0,148074.31,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:03:00.270,h2,0.76,0.0,148074.34,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:04:00.293,h2,0.76,0.0,148074.34,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:05:00.330,h2,0.71,0.0,148074.36,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:06:00.350,h2,0.71,0.0,148074.38,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:07:00.403,h2,0.71,0.0,148074.39,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:08:00.433,h2,0.71,0.0,148074.39,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:09:00.490,h2,0.71,0.0,148074.41,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:10:00.517,h2,0.71,0.0,148074.42,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:11:00.550,h2,0.71,0.0,148074.44,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:12:00.603,h2,0.71,0.0,148074.44,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:13:00.647,h2,0.71,0.0,148074.45,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:14:00.653,h2,0.71,0.0,148074.47,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:15:00.697,h2,0.71,0.0,148074.48,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:16:00.717,h2,0.71,0.0,148074.48,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:17:00.770,h2,0.71,0.0,148074.5,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:18:00.790,h2,0.71,0.0,148074.52,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:19:00.843,h2,0.71,0.0,148074.53,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:20:00.867,h2,0.71,0.0,148074.53,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:21:00.943,h2,0.71,0.0,148074.55,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:22:00.963,h2,0.71,0.0,148074.56,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:23:01.000,h2,0.71,0.0,148074.58,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:24:01.010,h2,0.71,0.0,148074.58,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:25:00.067,h2,0.71,0.0,148074.59,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:26:00.113,h2,0.71,0.0,148074.61,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:27:00.143,h2,0.71,0.0,148074.63,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:28:00.183,h2,0.71,0.0,148074.63,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:29:00.237,h2,0.71,0.0,148074.64,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:30:00.253,h2,0.71,0.0,148074.66,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:31:00.287,h2,0.71,0.0,148074.66,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:32:00.317,h2,0.71,0.0,148074.67,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:33:00.367,h2,0.71,0.0,148074.69,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:34:00.403,h2,0.71,0.0,148074.7,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:35:00.430,h2,0.71,0.0,148074.7,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:36:00.463,h2,0.71,0.0,148074.72,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:37:00.507,h2,0.71,0.0,148074.73,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:38:00.543,h2,0.71,0.0,148074.75,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:39:00.590,h2,0.71,0.0,148074.75,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:40:00.620,h2,0.71,0.0,148074.77,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:41:00.670,h2,0.71,0.0,148074.78,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:42:00.693,h2,0.71,0.0,148074.78,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:43:00.720,h2,0.71,0.0,148074.8,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:44:00.780,h2,0.71,0.0,148074.81,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:45:00.810,h2,0.71,0.0,148074.83,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:46:00.853,h2,0.76,0.0,148074.84,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:47:00.880,h2,0.76,0.0,148074.84,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:48:00.920,h2,0.75,0.0,148074.86,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:49:00.967,h2,0.75,0.0,148074.88,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:50:00.990,h2,0.75,0.0,148074.89,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:51:01.033,h2,0.75,0.0,148074.89,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:52:00.080,h2,0.75,0.0,148074.91,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:53:00.103,h2,0.75,0.0,148074.92,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:54:00.160,h2,0.75,0.0,148074.94,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:55:00.207,h2,0.75,0.0,148074.95,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:56:00.217,h2,0.75,0.0,148074.95,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:57:00.283,h2,0.75,0.0,148074.97,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:58:00.303,h2,0.75,0.0,148074.98,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 00:59:00.360,h2,0.75,0.0,148075.02,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:00:00.383,h2,0.75,0.0,148075.02,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:01:00.400,h2,0.76,0.0,148075.03,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:02:00.477,h2,0.75,0.0,148075.05,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:03:00.487,h2,0.75,0.0,148075.06,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:04:00.530,h2,0.76,0.0,148075.08,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:05:00.550,h2,0.75,0.0,148075.09,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:06:00.600,h2,0.75,0.0,148075.09,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:07:00.627,h2,0.75,0.0,148075.11,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:08:00.690,h2,0.75,0.0,148075.13,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:09:00.713,h2,0.75,0.0,148075.14,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:10:00.760,h2,0.75,0.0,148075.14,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:11:00.790,h2,0.76,0.0,148075.16,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:12:00.823,h2,0.74,0.0,148075.17,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:13:00.870,h2,0.74,0.0,148075.19,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:14:00.903,h2,0.73,0.0,148075.2,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:15:00.920,h2,0.73,0.0,148075.2,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:16:00.987,h2,0.73,0.0,148075.22,0.0,0,2025-04-04
SGtechMicrogrid,2025-04-04 01:17:00.990,h2,0.73,0.0,148075.23,0.0,0,2025-04-04
