,project_id,timestamp,house_no,raw_p_h,raw_p_h_pv,raw_e_h_im,raw_e_h_ex,flag
192,SGtechMicrogrid,2024-01-03 00:00:00,h2,0.8286666666666667,0.0,1793246.89,0.0,0.0
193,SGtechMicrogrid,2024-01-03 00:15:00,h2,0.8626666666666666,0.0,1793250.1,0.0,0.0
194,SGtechMicrogrid,2024-01-03 00:30:00,h2,0.7893333333333333,0.0,1793253.23,0.0,0.0
195,SGtechMicrogrid,2024-01-03 00:45:00,h2,0.8166666666666667,0.0,1793256.18,0.0,0.0
196,SGtechMicrogrid,2024-01-03 01:00:00,h2,0.8266666666666667,0.0,1793259.32,0.0,0.0
197,SGtechMicrogrid,2024-01-03 01:15:00,h2,0.784,0.0,1793262.28,0.0,0.0
198,SGtechMicrogrid,2024-01-03 01:30:00,h2,0.7853333333333333,0.0,1793265.25,0.0,0.0
199,SGtechMicrogrid,2024-01-03 01:45:00,h2,0.7146666666666666,0.0,1793268.08,0.0,0.0
200,SGtechMicrogrid,2024-01-03 02:00:00,h2,0.732,0.0,1793270.71,0.0,0.0
201,SGtechMicrogrid,2024-01-03 02:15:00,h2,0.75,0.0,1793273.56,0.0,0.0
202,SGtechMicrogrid,2024-01-03 02:30:00,h2,0.6933333333333332,0.0,1793276.18,0.0,0.0
203,SGtechMicrogrid,2024-01-03 02:45:00,h2,0.756,0.0,1793278.97,0.0,0.0
204,SGtechMicrogrid,2024-01-03 03:00:00,h2,0.7086666666666666,0.0,1793281.7,0.0,0.0
205,SGtechMicrogrid,2024-01-03 03:15:00,h2,0.7193333333333333,0.0,1793284.35,0.0,0.0
206,SGtechMicrogrid,2024-01-03 03:30:00,h2,0.746,0.0,1793287.13,0.0,0.0
207,SGtechMicrogrid,2024-01-03 03:45:00,h2,0.69,0.0,1793289.82,0.0,0.0
208,SGtechMicrogrid,2024-01-03 04:00:00,h2,0.75,0.0,1793292.48,0.0,0.0
209,SGtechMicrogrid,2024-01-03 04:15:00,h2,0.7133333333333333,0.0,1793295.29,0.0,0.0
210,SGtechMicrogrid,2024-01-03 04:30:00,h2,0.7126666666666667,0.0,1793297.92,0.0,0.0
