project_id,timestamp,house_no,raw_p_h,raw_p_h_pv,raw_e_h_im,raw_e_h_ex,flag
SGtechMicrogrid,2024-01-01 00:00:00,h6,0.772,0.0,606241.32,1834.95,0.0
SGtechMicrogrid,2024-01-01 00:15:00,h6,0.77,0.0,606244.11,1834.95,0.0
SGtechMicrogrid,2024-01-01 00:30:00,h6,0.766,0.0,606247.0,1834.95,0.0
SGtechMicrogrid,2024-01-01 00:45:00,h6,0.754,0.0,606249.87,1834.95,0.0
SGtechMicrogrid,2024-01-01 01:00:00,h6,0.7893333333333333,0.0,606252.76,1834.95,0.0
SGtechMicrogrid,2024-01-01 01:15:00,h6,0.7513333333333333,0.0,606255.6,1834.95,0.0
SGtechMicrogrid,2024-01-01 01:30:00,h6,0.7653333333333332,0.0,606258.53,1834.95,0.0
SGtechMicrogrid,2024-01-01 01:45:00,h6,0.7699999999999999,0.0,606261.31,1834.95,0.0
SGtechMicrogrid,2024-01-01 02:00:00,h6,0.724,0.0,606264.17,1834.95,0.0
SGtechMicrogrid,2024-01-01 02:15:00,h6,0.7853333333333333,0.0,606266.98,1834.95,0.0
SGtechMicrogrid,2024-01-01 02:30:00,h6,0.73,0.0,606269.81,1834.95,0.0
SGtechMicrogrid,2024-01-01 02:45:00,h6,0.7859999999999999,0.0,606272.66,1834.95,0.0
SGtechMicrogrid,2024-01-01 03:00:00,h6,0.754,0.0,606275.53,1834.95,0.0
SGtechMicrogrid,2024-01-01 03:15:00,h6,0.766,0.0,606278.41,1834.95,0.0
SGtechMicrogrid,2024-01-01 03:30:00,h6,0.7533333333333334,0.0,606281.29,1834.95,0.0
SGtechMicrogrid,2024-01-01 03:45:00,h6,0.7986666666666667,0.0,606284.14,1834.95,0.0
SGtechMicrogrid,2024-01-01 04:00:00,h6,0.7206666666666666,0.0,606287.04,1834.95,0.0
SGtechMicrogrid,2024-01-01 04:15:00,h6,0.8106666666666666,0.0,606289.93,1834.95,0.0
SGtechMicrogrid,2024-01-01 04:30:00,h6,0.7473333333333333,0.0,606292.79,1834.95,0.0
SGtechMicrogrid,2024-01-01 04:45:00,h6,0.766,0.0,606295.6900000001,1834.95,0.0
SGtechMicrogrid,2024-01-01 05:00:00,h6,0.7580000000000001,0.0,606298.53,1834.95,0.0
SGtechMicrogrid,2024-01-01 05:15:00,h6,0.7799999999999999,0.0,606301.4,1834.95,0.0
SGtechMicrogrid,2024-01-01 05:30:00,h6,0.732,0.0,606304.24,1834.95,0.0
SGtechMicrogrid,2024-01-01 05:45:00,h6,0.6266666666666667,0.0,606307.01,1834.95,0.0
SGtechMicrogrid,2024-01-01 06:00:00,h6,0.336,0.0,606308.56,1834.95,0.0
